NO,병원명,병원구분,전화번호,소재지주소,Latitude,Longitude,외래키
407,미리본치과의원,치과,041-565-7528,충청남도 천안시 서북구 성정두정로 12 7층 (성정동),36.8265659,127.1414949,16
408,삼아이치과의원,치과,041-567-2875,충청남도 천안시 서북구 성성8로 14-4 미주타워 3층 (성성동),36.8403854,127.1287457,16
409,딩동댕꾸러기치과의원,치과,041-556-7528,충청남도 천안시 서북구 성성8로 2-7 4층 401호 (성성동),36.8402015,127.1297313,16
410,더블유치과의원,치과,041-574-2875,충청남도 천안시 서북구 성정공원3길 4 202호 (성정동 학산리젠다빌3차),36.8261683,127.1413283,16
411,정호기치과의원,치과,041-552-2275,충청남도 천안시 서북구 동서대로 135 4층 (성정동),36.8261423,127.138371,16
412,이엔이치과의원,치과,041-554-2879,충청남도 천안시 서북구 서부대로 717 2층 (두정동),36.8311169,127.1330025,16
413,연세이라인치과교정과치과의원,치과,041-415-2875,충청남도 천안시 서북구 쌍용대로 318 (성정동),36.8255809,127.1376931,16
414,리더스정치과의원,치과,041-574-6260,충청남도 천안시 서북구 동서대로 125-3 2층 (성정동),36.8263031,127.1368971,16
415,양치과의원,치과,041-571-2275,충청남도 천안시 서북구 동서대로 122 2층 (성정동),36.82571,127.1365307,16
416,엠티엠치과의원,치과,041-522-2828,충청남도 천안시 서북구 성정중7길 3 3층 (성정동),36.828902,127.1335735,16
417,위드치과의원,치과,041-553-4303,충청남도 천안시 서북구 서부대로 688 3층 (성정동),36.8284199,127.1335503,16
418,이종현치과의원,치과,041-575-2875,충청남도 천안시 서북구 쌍용대로 302 2층 (성정동),36.8242615,127.1372919,16
419,조은치과의원,치과,041-552-7528,충청남도 천안시 서북구 두정로 98 3층 (두정동),36.8336924,127.1278039,16
420,비앤알치과의원,치과,041-553-2804,충청남도 천안시 서북구 삼성대로 20 3층 (백석동),36.8385391,127.1221787,16
421,삼성유치과의원,치과,041-599-4966,충청남도 천안시 서북구 번영로 465 (성성동 삼성전자(주)천안캠퍼스),36.8440202,127.1265174,16
422,아홉가지약속백석치과의원,치과,041-575-2275,충청남도 천안시 서북구 노태산로 73 6 7층 (백석동),36.8313771,127.1269957,16
423,이규현치과의원,치과,041-555-2228,충청남도 천안시 서북구 오성로 1 201호 (두정동),36.8307333,127.1276133,16
424,다나웰치과의원,치과,041-581-7528,충청남도 천안시 서북구 노태산로 62 5층 (두정동),36.8302761,127.1276185,16
425,미플란트치과의원,치과,041-565-2888,충청남도 천안시 서북구 늘푸른5길 22 3층 (두정동),36.8273204,127.1296961,16
426,안빈치과의원,치과,041-574-2835,충청남도 천안시 서북구 성정로 102 2층 (성정동),36.8135048,127.1412425,16
427,이온치과의원,치과,041-621-0075,충청남도 천안시 서북구 동서대로 57 2층 (두정동 부경빌딩),36.8258029,127.129678,16
428,푸른치과의원,치과,041-573-7595,충청남도 천안시 서북구 성정로 91 2층 (성정동),36.8138655,127.1402361,16
429,화인치과의원,치과,041-523-2285,충청남도 천안시 서북구 한들3로 84 (백석동),36.8310587,127.1238664,16
430,백석미소담은치과의원,치과,041-567-7522,충청남도 천안시 서북구 한들3로 83 (백석동),36.8310842,127.1232431,16
431,후생치과의원,치과,041-574-4114,충청남도 천안시 서북구 성정로 82 2층 (성정동),36.8135482,127.1391703,16
432,더섬세한치과의원,치과,041-415-2872,"충청남도 천안시 서북구 한들3로 30 1동 2층 203,204호 (백석동)",36.8264714,127.123896,16
433,한빛치과의원,치과,041-561-2804,충청남도 천안시 서북구 한들3로 8 5층 502호 (백석동),36.8242526,127.1241144,16
434,보스톤연합치과의원,치과,041-555-7528,충청남도 천안시 서북구 백석로 85-4 3층 (백석동),36.8238219,127.12174,16
435,차암조은치과의원,치과,041-558-2528,"충청남도 천안시 서북구 3공단6로 58-5 201호,202호 (차암동)",36.8412698,127.1048143,16
436,스마일덴치과의원,치과,041-562-2833,충청남도 천안시 서북구 3공단6로 58-8 3층 (차암동),36.8410177,127.1039718,16
437,센트럴치과의원,치과,041-564-0800,충청남도 천안시 서북구 한들2로 8 304 305호 (백석동),36.8235834,127.1188973,16
438,천안바른치과의원,치과,041-554-7528,충청남도 천안시 서북구 3공단6로 50 203호 (차암동),36.8408138,127.1032899,16
439,김원상치과의원,치과,041-571-5796,충청남도 천안시 서북구 봉명로 35 (쌍용동),36.8078312,127.1324245,16
440,조복형치과의원,치과,041-571-2828,충청남도 천안시 서북구 봉명로 34 3층 (쌍용동 대우빌딩),36.8072055,127.1322235,16
441,프라임치과의원,치과,041-592-2875,충청남도 천안시 서북구 쌍용대로 79 4층 (쌍용동),36.8046746,127.1318615,16
442,열린치과의원,치과,041-579-2080,충청남도 천안시 서북구 미라8길 19 4.5층 (쌍용동),36.8032838,127.1296496,16
443,유디치과의원,치과,041-578-4567,충청남도 천안시 서북구 차돌고개7길 60 2층 (쌍용동),36.7983899,127.1314628,16
444,바른뿌리치과의원,치과,041-414-2879,충청남도 천안시 서북구 불당25로 208 2층 204 205호 (불당동),36.819607,127.1094162,16
445,더조은치과의원,치과,041-417-7575,충청남도 천안시 서북구 불당25로 200 천안농협 211호 (불당동),36.818877,127.1091851,16
446,쌍용치과의원,치과,041-574-7522,충청남도 천안시 서북구 충무로 205 (쌍용동),36.7985513,127.1283174,16
447,행복플란트치과의원,치과,041-561-2275,충청남도 천안시 서북구 불당23로 70 4층 403호 (불당동),36.8176325,127.1088053,16
448,서지섭치과의원,치과,041-576-2879,충청남도 천안시 서북구 봉서산1길 41 3층 (쌍용동),36.8070727,127.1185454,16
449,물방울치과의원,치과,041-575-6363,충청남도 천안시 서북구 차돌들길 7-13 3층 (쌍용동),36.7965414,127.1284873,16
450,사랑드림치과의원,치과,041-576-7528,충청남도 천안시 서북구 봉서산샛길 64 3층 (쌍용동),36.8054043,127.1192778,16
451,오라클치과의원,치과,041-592-7528,충청남도 천안시 서북구 충무로 200 3층 (쌍용동),36.795816,127.1287442,16
452,천안모아치과의원,치과,041-579-7300,충청남도 천안시 서북구 충무로 201 (쌍용동),36.7964687,127.1288317,16
453,맘애든어린이치과의원,치과,041-563-7522,충청남도 천안시 서북구 불당25로 178 에이블타워 5층 503호 (불당동),36.81698,127.1086044,16
454,천안예인치과의원,치과,041-523-2879,충청남도 천안시 서북구 불당25로 178 5층 502호 (불당동),36.81698,127.1086044,16
455,곽치과의원,치과,041-575-1800,충청남도 천안시 서북구 불당대로 260 3층 (쌍용동),36.7995831,127.1244854,16
456,우리가족치과의원,치과,041-565-2828,충청남도 천안시 서북구 불당22대로 92 5층 504~507호 (불당동),36.8153065,127.1088223,16
457,투명한이치과교정과치과의원,치과,041-562-2879,충청남도 천안시 서북구 불당4로 106 1층 111호 (불당동 불당트윈팰리스),36.8114653,127.1123378,16
458,더젊은얼굴치과의원,치과,041-555-2885,충청남도 천안시 서북구 불당22대로 86 마블러스에스타워 3층 304호 (불당동),36.8154437,127.108126,16
459,이가웃는치과의원,치과,041-417-0344,"충청남도 천안시 서북구 불당22대로 67 4층 401,402호 (불당동)",36.8165089,127.1065549,16
460,서울니어치과의원,치과,041-552-2828,충청남도 천안시 서북구 불당21로 67-18 501호 (불당동),36.8140563,127.1085317,16
461,미소준치과의원,치과,041-578-2275,충청남도 천안시 서북구 월봉로 134 202호 (쌍용동 광산빌딩),36.8025965,127.1191429,16
462,샤인치과의원,치과,041-573-2875,충청남도 천안시 서북구 충무로 175 2층 (쌍용동),36.7948739,127.1263714,16
463,키즈웰치과의원,치과,041-573-1275,충청남도 천안시 서북구 충무로 175 5층 (쌍용동),36.7948739,127.1263714,16
464,현대치과의원,치과,041-571-2727,충청남도 천안시 서북구 쌍용18길 36 상가동 201호 (쌍용동 일성능수아파트),36.7986524,127.1220233,16
465,불당드림치과의원,치과,041-417-2882,"충청남도 천안시 서북구 불당25로 146 402,403호 (불당동)",36.8141793,127.1077371,16
466,제이엠치과의원,치과,041-622-7528,충청남도 천안시 서북구 불당11로 101 302호 (불당동 센터프라자),36.8052085,127.1159299,16
467,다인치과의원,치과,041-523-7528,충청남도 천안시 서북구 봉서산로 84 2층 (불당동 유니온프라자빌딩),36.8053191,127.1157748,16
468,미소에반하다치과교정과치과의원,치과,041-417-7528,충청남도 천안시 서북구 불당21로 67-8 4층 401호 (불당동),36.8132932,127.1082874,16
469,하앤김미소치과교정과치과의원,치과,041-577-2885,충청남도 천안시 서북구 충무로 172 (쌍용동),36.8006931,127.1224079,16
470,리건치과의원,치과,041-415-2879,충청남도 천안시 서북구 불당21로 71 5층 507호 (불당동),36.8129586,127.1081765,16
471,그린치과의원,치과,041-575-2828,충청남도 천안시 서북구 월봉로 122 3층 (쌍용동),36.8014944,127.1189175,16
472,연세필치과교정과치과의원,치과,041-572-0572,충청남도 천안시 서북구 월봉로 122 3층 304호 (쌍용동),36.8014944,127.1189175,16
473,연세나은치과의원,치과,041-561-2882,"충청남도 천안시 서북구 검은들1길 12 301,302호 (불당동)",36.8108014,127.1100649,16
474,서울원플란트치과의원,치과,041-417-2875,충청남도 천안시 서북구 불당25로 138 4층 (불당동),36.813408,127.1075021,16
475,바른이치과교정과치과의원,치과,041-565-2275,충청남도 천안시 서북구 검은들3길 34 (불당동),36.8117229,127.1090215,16
476,샘치과의원,치과,041-567-8700,충청남도 천안시 서북구 불당17길 27 4층 (불당동),36.8097434,127.1108315,16
477,가지런-e치과교정과치과의원,치과,041-577-2274,충청남도 천안시 서북구 불당33길 24 3층 303호 (불당동),36.8123855,127.108192,16
478,더건강한치과의원,치과,041-553-2004,충청남도 천안시 서북구 불당33길 24 4층 (불당동),36.8123855,127.108192,16
479,불당탑치과의원,치과,041-567-8222,충청남도 천안시 서북구 불당21로 65 4층 (불당동),36.8130966,127.1074085,16
480,씨엠씨우성구강악안면외과치과의원,치과,041-414-7528,충청남도 천안시 서북구 불당33길 22 고은타워 2층 204~205호 (불당동),36.8118709,127.1081027,16
481,훈키즈치과의원,치과,041-561-7528,충청남도 천안시 서북구 불당33길 22 505호 (불당동 고은타워),36.8118709,127.1081027,16
482,포유치과의원,치과,041-621-7528,충청남도 천안시 서북구 검은들3길 58 4층 (불당동),36.8099394,127.1098332,16
483,유춘호치과의원,치과,041-576-2875,충청남도 천안시 서북구 충무로 158-5 3층 (쌍용동),36.793351,127.1254407,16
484,아름드리치과의원,치과,041-414-2875,충청남도 천안시 서북구 불당26로 77 204 205호 (불당동 천안불당지웰더샵 상가동),36.8147654,127.1046252,16
485,허밍치과의원,치과,041-572-9100,충청남도 천안시 서북구 충무로 155 신승빌딩 3층 303호 (쌍용동),36.793818,127.1244303,16
486,이센스치과의원,치과,041-566-2838,충청남도 천안시 서북구 검은들3길 48 7층 (불당동),36.8101427,127.1088061,16
487,불당치과교정과치과의원,치과,041-566-2040,충청남도 천안시 서북구 번영로 100 502호 (불당동),36.7998182,127.1027921,16
488,김앤장치과의원,치과,041-578-2875,충청남도 천안시 서북구 월봉로 94 4층 (쌍용동),36.7989542,127.1184766,16
489,서울모세치과의원,치과,041-579-0027,충청남도 천안시 서북구 월봉로 92 2층 (쌍용동),36.7987667,127.1184645,16
490,동고치과의원,치과,041-578-2288,충청남도 천안시 서북구 월봉로 93 3층 (쌍용동),36.7989469,127.1178691,16
491,내이로치과의원,치과,041-575-2879,충청남도 천안시 서북구 월봉로 83 2층 (쌍용동),36.7982231,127.1178681,16
492,천안365치과의원,치과,041-572-2828,충청남도 천안시 서북구 충무로 133 북일빌딩 3층 (쌍용동),36.7931225,127.1222295,16
493,천안본치과의원,치과,041-571-2875,충청남도 천안시 서북구 충무로 125 4층 (쌍용동),36.7927872,127.1213255,16
494,서울다시봄치과의원,치과,041-555-2872,"충청남도 천안시 서북구 불당34길 26 2층 201,202호 (불당동)",36.8073151,127.1066363,16
495,가톨릭치과의원,치과,041-555-3700,충청남도 천안시 서북구 불당34길 18 2층 (불당동),36.8064476,127.1064144,16
496,불당본점서울비디치과의원,치과,041-415-2892,충청남도 천안시 서북구 불당34길 14 2층 202~3 3층303~4 4층 402~3 5층 501~4호 (불당동),36.8061852,127.1063344,16
497,잇플란트치과의원,치과,041-563-2828,충청남도 천안시 서북구 불당34길 10 3층 303호 (불당동),36.8059227,127.1062545,16
498,서울바르다치과의원,치과,041-414-2835,충청남도 천안시 서북구 공원로 176 천안불당 시티프라디움 3차 B125-130호 (불당동),36.797132,127.0992974,16
499,오라클피부과의원,피부과,569-3355,충청남도 천안시 동남구 만남로 52 8층 (신부동),36.8186608,127.157844,17
500,성모피부과의원,피부과,563-9121,충청남도 천안시 동남구 만남로 13 2층 (신부동),36.8190525,127.1537716,17
501,휴먼피부과의원,피부과,041-561-5611,충청남도 천안시 동남구 만남로 18 휴먼빌딩 1동 3층 (신부동),36.8185046,127.1540406,17
502,정원피부과의원,피부과,041-906-2222,충청남도 천안시 서북구 성성8로 2-23 3층 정원피부과의원 (성성동),36.8402015,127.1297313,17
503,수피부과의원,피부과,041-555-8833,충청남도 천안시 서북구 동서대로 125-3 3층 (성정동),36.8263031,127.1368971,17
504,백피부과의원,피부과,571-7542,충청남도 천안시 서북구 미라15길 23 2층 (쌍용동 대우타워종합상가),36.8063596,127.1314446,17
505,오라클피부과의원,피부과,041-902-8825,충청남도 천안시 서북구 충무로 175 4층 (쌍용동),36.7948739,127.1263714,17
506,클린앤피부과의원,피부과,041-561-7400,충청남도 천안시 서북구 불당21로 67-8 2층 202~205호 (불당동),36.8132932,127.1082874,17
507,전피부과의원,피부과,041-574-5991,충청남도 천안시 서북구 월봉로 122 305호 (쌍용동),36.8014944,127.1189175,17
508,CNP차앤박피부과의원,피부과,041-552-1199,"충청남도 천안시 서북구 불당33길 24 6층 602,603,604호 (불당동)",36.8123855,127.108192,17
509,가톨릭피부과의원,피부과,041-573-9907,충청남도 천안시 서북구 불당34길 18 2층 (불당동),36.8064476,127.1064144,17
510,새생명한방병원,한의학과,041-584-0916,"충청남도 천안시 서북구 직산읍 직산로 65 3,5층",36.883436,127.15466,18
511,제중한방병원,한의학과,041-568-2632,충청남도 천안시 서북구 천안대로 1024-5 1층~3층 (두정동),36.833459,127.1524337,18
512,예스365한방병원,한의학과,041-417-1075,"충청남도 천안시 서북구 성성8로 2-15 5,6,7층 (성성동)",36.8399058,127.1301882,18
513,더노블천안한방병원,한의학과,041-900-7979,충청남도 천안시 서북구 성정공원1길 9-7 더노블 5~8층 (성정동),36.8264343,127.1384442,18
514,대전대학교천안한방병원,한의학과,041-521-7000,충청남도 천안시 서북구 노태산로 4 (두정동),36.8252016,127.1277825,18
515,바를추한방병원,한의학과,041-414-9696,충청남도 천안시 서북구 불당23로 73-27 4층 (불당동),36.8204217,127.1096581,18
516,메디그린한방병원,한의학과,1522-2357,충청남도 천안시 서북구 번영로 201 5층 (불당동),36.8091364,127.1063221,18
517,천안도솔한방병원,한의학과,041-571-1075,충청남도 천안시 서북구 서부대로 368 3~5층 (쌍용동),36.8001327,127.1270569,18
518,천안자생한방병원,한의학과,1577-0007,"충청남도 천안시 서북구 불당21로 71 정석프라자 8,9층 (불당동)",36.8129586,127.1081765,18
519,바른한방병원,한의학과,041-415-1075,충청남도 천안시 서북구 충무로 143-7 1~5층 (쌍용동),36.7933505,127.1226009,18
520,병천수한의원,한의학과,041-555-1275,충청남도 천안시 동남구 병천면 아우내순대길 60 (병천면),36.7627179,127.2999908,18
521,동광한의원,한의학과,041-622-1240,충청남도 천안시 동남구 병천면 아우내순대길 50 아우내옛날순대 2층,36.7618361,127.2995787,18
522,아우내한의원,한의학과,041-561-7533,충청남도 천안시 동남구 병천면 아우내순대길 43 2층,36.7615402,127.2988116,18
523,병천한의원,한의학과,041-574-0295,충청남도 천안시 동남구 병천면 아우내장터3길 7 1층,36.7612119,127.2980357,18
524,경희현한의원,한의학과,041-522-1200,충청남도 천안시 동남구 북면 충절로 1291 (북면),36.7701665,127.2506396,18
525,약선당한의원,한의학과,041-562-7888,충청남도 천안시 동남구 목천읍 서리1길 29-8 1 2층,36.7834071,127.2346716,18
526,화인한의원,한의학과,041-621-1075,충청남도 천안시 동남구 각원사길 56 3층 (안서동),36.8307787,127.1781466,18
527,이동규한의원,한의학과,041-522-9889,충청남도 천안시 동남구 목천읍 충절로 884 (능수빌딩),36.7726472,127.2090591,18
528,경희허준한의원,한의학과,041-561-1775,충청남도 천안시 동남구 터미널9길 25 3층 (신부동),36.8232212,127.1554278,18
529,자승한의원,한의학과,041-576-2232,충청남도 천안시 동남구 방죽안3길 33 2층 (신부동),36.8226539,127.1555672,18
530,신계한의원,한의학과,041-562-1255,"충청남도 천안시 동남구 목천읍 충절로 869 2층 202,203호",36.7721474,127.2074951,18
531,후한의원,한의학과,041-622-7073,충청남도 천안시 동남구 만남로 52 3층 302호 (신부동 문타워),36.8186608,127.157844,18
532,위강한의원,한의학과,041-563-0253,충청남도 천안시 동남구 만남로 50 터미널프라자 (신부동),36.8186598,127.1575848,18
533,나래한의원,한의학과,041-555-7213,충청남도 천안시 동남구 충절로 12 3층 (신부동),36.8180535,127.1579633,18
534,발머스한의원,한의학과,041-621-7010,충청남도 천안시 동남구 만남로 48 RGB빌딩 10층 (신부동),36.8186411,127.1573671,18
535,프리허그한의원,한의학과,041-561-8269,충청남도 천안시 동남구 만남로 48 8층 801호 (신부동 RGB빌딩),36.8186411,127.1573671,18
536,자연과한의원,한의학과,041-566-5070,충청남도 천안시 동남구 충절로 14 4층 (신부동),36.8178299,127.1579636,18
537,태종한의원,한의학과,041-554-8575,충청남도 천안시 동남구 충절로 25 1층 (신부동),36.8166446,127.1585073,18
538,청혈한의원,한의학과,041-556-5553,충청남도 천안시 동남구 방죽안3길 7 (신부동),36.8226308,127.1528592,18
539,로담한의원,한의학과,041-552-1079,충청남도 천안시 동남구 만남로 40 6층 (신부동),36.8186097,127.1566118,18
540,일맥한의원천안점,한의학과,041-558-2075,충청남도 천안시 동남구 만남로 38 (신부동 도솔빌딩),36.8184998,127.1563006,18
541,규림한의원,한의학과,041-553-8875,충청남도 천안시 동남구 만남로 36 광동빌딩 2층 (신부동),36.8186382,127.1561219,18
542,고려한의원,한의학과,041-553-6364,충청남도 천안시 동남구 만남로 34 선진빌딩 (신부동),36.8185949,127.1559031,18
543,수한의원,한의학과,041-555-7582,충청남도 천안시 동남구 방죽안2길 1 (신부동),36.8217809,127.1524925,18
544,코숨한의원,한의학과,041-522-8875,충청남도 천안시 동남구 만남로 9 더？오피스텔 143~149호 (신부동),36.8191809,127.1530085,18
545,천안진한의원,한의학과,041-552-8275,충청남도 천안시 동남구 성황로 85 (원성동 양지빌딩),36.8125283,127.158596,18
546,원성경희한의원,한의학과,041-415-0550,충청남도 천안시 동남구 버들로 115-2 3층 (원성동),36.8066476,127.1593112,18
547,명성한의원,한의학과,041-565-3516,충청남도 천안시 동남구 성황로 34 (성황동 명성한의원),36.8122964,127.1525014,18
548,태조한의원,한의학과,041-554-1075,충청남도 천안시 동남구 충절로 193 1층 (원성동 정내과의원),36.8015666,127.1593192,18
549,경여당중국한의원,한의학과,041-551-5008,충청남도 천안시 동남구 버들로 59 (원성동 경여당중국한의원),36.8064467,127.1528591,18
550,경희한의원,한의학과,041-562-6161,충청남도 천안시 동남구 문화1길 5-1 (문화동),36.8084756,127.1507979,18
551,익수당한의원,한의학과,041-551-8272,충청남도 천안시 동남구 충절로 233 (구성동),36.7932056,127.1691243,18
552,남산중국한의원,한의학과,041-565-0017,충청남도 천안시 동남구 충무로 477 (원성동 남산중국한의원),36.7988574,127.1583047,18
553,중앙한의원,한의학과,041-551-3186,충청남도 천안시 동남구 중앙로 62 (영성동 중앙한의원),36.8038252,127.1528627,18
554,오송한의원,한의학과,041-555-5681,충청남도 천안시 동남구 수선정길 23 (영성동 오송한의원),36.8036335,127.1516371,18
555,천안한의원,한의학과,041-551-1026,충청남도 천안시 동남구 큰시장길 53-1 (영성동 천안한의원),36.8022699,127.1527238,18
556,천일한의원,한의학과,041-567-2489,충청남도 천안시 동남구 수선정길 16-1 (영성동),36.803419,127.1508785,18
557,남향한의원,한의학과,041-558-7500,충청남도 천안시 동남구 청수로 136 (구성동),36.794051,127.1591366,18
558,다온한의원,한의학과,041-622-8275,충청남도 천안시 동남구 대흥로 57 1층 (구성동),36.797844,127.1551654,18
559,경희광장한의원,한의학과,041-554-0227,충청남도 천안시 동남구 큰시장길 36 (영성동),36.8018978,127.1507343,18
560,삼대한의원,한의학과,041-555-3131,충청남도 천안시 동남구 대흥로 104 (영성동),36.7999057,127.1508488,18
561,정다운한의원,한의학과,041-565-3515,충청남도 천안시 동남구 대흥로 118 5층 (사직동),36.8002178,127.1498871,18
562,백년가약한의원,한의학과,041-563-2048,충청남도 천안시 동남구 충무로 418-1 5층 (영성동),36.7980887,127.1517309,18
563,광제당한의원,한의학과,041-563-1093,충청남도 천안시 동남구 대흥로 119 (사직동 광제당한의원),36.8000479,127.1493909,18
564,세종한의원,한의학과,041-523-7577,충청남도 천안시 동남구 중앙시장길 3 (사직동),36.8008507,127.1487056,18
565,123한의원,한의학과,041-558-1100,충청남도 천안시 동남구 대흥로 127 (사직동 천안세브란스의원),36.8004645,127.1484743,18
566,약손한의원,한의학과,041-523-8009,충청남도 천안시 동남구 대흥로 131 (사직동),36.8021996,127.1477501,18
567,자인한의원,한의학과,041-576-3585,충청남도 천안시 동남구 봉정로 47 2층 (봉명동),36.806477,127.1396096,18
568,청담한의원,한의학과,041-565-7975,충청남도 천안시 동남구 청수6로 106-3 3층 (청수동),36.7897836,127.1553695,18
569,해오름한의원,한의학과,041-522-1075,충청남도 천안시 동남구 청수로 71 3층 (청수동),36.7896635,127.1542553,18
570,경희나라한의원,한의학과,041-900-1075,충청남도 천안시 동남구 청수11로 11 3층 (청당동),36.7831489,127.1537158,18
571,한우물한의원,한의학과,041-572-2727,충청남도 천안시 동남구 청수14로 56 4층 (청당동),36.7839317,127.1526116,18
572,청당주한의원,한의학과,041-417-7510,충청남도 천안시 동남구 청수4로 18 2층 202호 (청당동),36.7836055,127.1527639,18
573,천안약손한의원,한의학과,041-577-1079,충청남도 천안시 동남구 청수4로 16 바젤나인 304호 (청당동),36.7832789,127.1528705,18
574,가온한의원,한의학과,041-551-7575,"충청남도 천안시 동남구 청수4로 10 3층 305,306호 (청당동)",36.7827605,127.1529517,18
575,인생한의원,한의학과,041-522-7575,충청남도 천안시 동남구 남부대로 322 1동 3층 (청당동),36.7812204,127.1529212,18
576,윤한의원,한의학과,041-575-7544,충청남도 천안시 동남구 일봉로 8 (신방동 학산빌딩),36.7933083,127.1294545,18
577,신방한의원,한의학과,041-577-8575,충청남도 천안시 동남구 서부대로 276 학산프라자 201호 (신방동),36.792686,127.1293511,18
578,왕소건한의원,한의학과,041-577-6747,충청남도 천안시 동남구 서부대로 281 (신방동 국제빌딩),36.7930971,127.1286099,18
579,참사랑한의원,한의학과,041-578-7975,충청남도 천안시 동남구 서부대로 270 2층 202호 (신방동),36.7922772,127.1294481,18
580,소리청자성당한의원,한의학과,041-571-4747,"충청남도 천안시 동남구 서부대로 229 지성빌딩 지하1,5층 (신방동)",36.7887323,127.1284517,18
581,성모한의원,한의학과,041-592-7576,충청남도 천안시 동남구 수곡로 81 2층 (신방동),36.7885105,127.1284889,18
582,동명당한의원,한의학과,041-579-7588,충청남도 천안시 동남구 서부대로 221 (신방동 오케이빌딩),36.7881318,127.1283979,18
583,신통한의원,한의학과,041-577-8833,충청남도 천안시 동남구 통정4로 22-25 (신방동),36.7752536,127.1333225,18
584,손원택한의원,한의학과,041-573-7582,충청남도 천안시 동남구 통정11로 54 (신방동),36.7740383,127.1323621,18
585,성광당한의원,한의학과,041-575-7538,충청남도 천안시 동남구 통정3로 37 (신방동),36.7747252,127.1295847,18
586,생생한의원,한의학과,041-522-5575,충청남도 천안시 동남구 풍세면 풍세산단로 287 2층 204호,36.7274625,127.1010904,18
587,연세경희한의원,한의학과,041-587-1075,충청남도 천안시 서북구 입장면 입장로 149-1 2층,36.9146617,127.2221071,18
588,우리한의원,한의학과,041-585-8050,충청남도 천안시 서북구 입장면 입장로 139 (2층),36.9137346,127.2217326,18
589,123한의원,한의학과,041-587-1236,충청남도 천안시 서북구 입장면 입장로 130 2층,36.9126744,127.2220243,18
590,원한의원,한의학과,041-563-1075,충청남도 천안시 서북구 성거읍 성거길 100 우남상가 1층,36.8739312,127.2018815,18
591,참조은한의원,한의학과,041-523-2578,충청남도 천안시 서북구 성거읍 성거길 89 (성거읍),36.8733895,127.201069,18
592,성거한의원,한의학과,041-558-7582,충청남도 천안시 서북구 성거읍 성거길 85 (성거읍),36.8731543,127.2009429,18
593,동의보감한의원,한의학과,041-581-6660,충청남도 천안시 서북구 성환읍 성환2로 107 (성환읍),36.9169476,127.1322666,18
594,서울한의원,한의학과,041-581-2224,충청남도 천안시 서북구 성환읍 성환2로 98 (성환읍),36.9158768,127.1324517,18
595,성환본한의원,한의학과,041-582-1212,"충청남도 천안시 서북구 성환읍 성환9길 7-3 1,2(2층 일부)층",36.9162532,127.1286513,18
596,조한의원,한의학과,041-582-2030,충청남도 천안시 서북구 성환읍 성환11길 2 2층,36.9166486,127.1282629,18
597,버팀목한의원,한의학과,041-582-1075,충청남도 천안시 서북구 성환읍 성환1로 242 2층,36.9162296,127.1283004,18
598,성환한의원,한의학과,041-562-6119,충청남도 천안시 서북구 성환읍 신선동길 26 2층,36.9126616,127.1306026,18
599,새힘찬한의원,한의학과,041-581-1497,충청남도 천안시 서북구 성환읍 성환1로 226 2층,36.9147892,127.1284047,18
600,나라부부한의원,한의학과,041-583-9111,충청남도 천안시 서북구 직산읍 삼은3길 34 2층,36.8781992,127.1529894,18
601,보명한의원,한의학과,041-584-1575,충청남도 천안시 서북구 직산읍 삼은3길 21 보명한의원,36.8785939,127.1516663,18
602,이현철한의원,한의학과,041-583-1075,충청남도 천안시 서북구 직산읍 봉주로 51 (외1필지 3층),36.877477,127.1523115,18
603,직산한의원,한의학과,041-583-7450,충청남도 천안시 서북구 직산읍 봉주로 29 (매봉빌딩),36.8772288,127.1497283,18
604,쓰담한의원,한의학과,041-563-3339,"충청남도 천안시 서북구 업성수변로 111 2층 201,202호 (성성동)",36.8488852,127.1397013,18
605,이영준한의원,한의학과,041-552-0056,충청남도 천안시 서북구 봉정로 388 (두정동 용암빌딩),36.8366081,127.1458672,18
606,약수정한의원,한의학과,041-568-1075,충청남도 천안시 서북구 봉정로 370 201호 (두정동 태조프라자),36.8348934,127.1458122,18
607,경희한사랑한의원,한의학과,041-563-0121,충청남도 천안시 서북구 봉정로 362 201호 (두정동),36.8343124,127.1458182,18
608,채강한의원,한의학과,041-417-7562,충청남도 천안시 서북구 봉정로 356 3층 (두정동),36.8253345,127.1444127,18
609,우리집한의원,한의학과,041-414-4475,충청남도 천안시 서북구 두정로 258 5층 (두정동),36.8329625,127.1457631,18
610,천수당한의원,한의학과,041-562-1034,충청남도 천안시 서북구 두정로 244 (두정동),36.8331266,127.1439938,18
611,숨쉬는한의원,한의학과,041-415-1520,충청남도 천안시 서북구 두정로 237 4층 (두정동 석민빌딩),36.8336287,127.1434915,18
612,이웃한의원,한의학과,041-568-7582,"충청남도 천안시 서북구 두정중9길 3 (두정동,1층)",36.8370307,127.1385722,18
613,리즈앤마리안들꽃한의원,한의학과,041-555-5919,충청남도 천안시 서북구 두정로 202 리즈앤마리안클리닉센터 2층 남쪽 (두정동),36.8334227,127.1393148,18
614,화인21한의원,한의학과,041-564-7510,충청남도 천안시 서북구 두정로 187 4층 402호 (두정동),36.8340643,127.1377337,18
615,미래한의원,한의학과,041-569-0778,충청남도 천안시 서북구 성성9로 7 하나타워 3층 (성성동),36.8401304,127.1312974,18
616,서훈태한의원,한의학과,041-556-1075,충청남도 천안시 서북구 서부대로 766 (두정동 진암빌딩),36.8355872,127.1339652,18
